record_id,entity_label,behavior_score
401,0,54.54102825885386
402,0,50.11673298626461
403,0,25.627137343395606
404,7,64.47587991868421
405,6,51.66603815661009
406,2,30.85517939591736
407,2,57.64494755027595
408,2,52.15950502835752
409,1,53.957072558192834
410,3,37.60121972725079
411,6,41.45200501589106
412,8,54.14544966564606
413,2,25.875991965459118
414,9,30.81426118335755
415,6,21.821983686701753
416,3,27.69521396397411
417,0,40.69469442663727
418,4,31.91849251169839
419,7,42.296501070301474
420,2,68.32479329305872
421,9,46.000294223853295
422,3,38.714217775058415
423,2,40.861456003388795
424,9,57.32047590120052
425,7,68.2104436512054
426,9,41.60776482706958
427,7,55.12341920920045
428,3,52.95573901192919
429,1,52.107954041450974
430,2,48.16434958718545
431,2,37.61168161772983
432,3,70.08154099693779
433,1,42.316496017409676
434,1,61.34956677830624
435,2,59.96431576731992
436,0,54.61986299714451
437,7,51.46109947898226
438,5,31.72479076141202
439,2,53.98940964611102
440,0,40.44152017656607
441,2,45.38239667099074
442,0,49.35475079663989
443,2,50.813168054964244
444,3,46.29190899253942
445,5,49.84482083431348
446,6,71.09444228087972
447,6,58.88514644023374
448,8,42.37520085414428
449,7,44.532250811265186
450,3,40.76799575911498
451,5,47.018433539670994
452,0,59.83755813192522
453,7,48.395210197625055
454,5,61.093789596524154
455,1,40.20068587645298
456,7,23.433426943796388
457,3,51.92458354126571
458,8,53.79145267572289
459,3,50.39900988392988
460,0,52.842171050725575
461,6,54.40847094682953
462,9,55.907727574576974
463,4,85.58933099142541
464,9,53.78095619835312
465,4,52.433981487085056
466,3,31.903504213338756
467,5,36.615771885425836
468,0,27.93460537643489
469,2,51.12869588765954
470,6,44.26356284971665
471,7,52.84253109603226
472,8,18.882403234374635
473,0,54.873816163201795
474,3,45.24565227480743
475,1,61.55863177785048
476,1,53.66542031363577
477,0,61.17448453492288
478,4,64.96733194768015
479,1,55.24473753654869
480,3,17.329446666838653
481,8,46.710557098193235
482,2,40.83624815547675
483,7,43.51051065391388
484,9,68.13268819736767
485,5,42.42352705141665
486,9,36.026707462871286
487,4,47.487819413554355
488,1,49.92180844512546
489,2,50.6310395509305
490,7,41.428778832401875
491,8,32.3554128068166
492,6,54.28831969458921
493,0,43.22020258922357
494,5,39.56404778631219
495,6,39.42385360676982
496,5,52.487607223976305
497,9,51.730300879146995
498,1,73.84624524203608
499,8,78.98715328162957
500,2,56.5582178577661
501,5,45.65238965776694
502,5,31.414921769705423
503,7,44.33957866353679
504,3,27.255216274597405
505,5,55.361835193811174
506,0,32.2977731615763
507,8,48.27857340980309
508,8,53.088667222094884
509,6,72.20082550972607
510,0,46.59175658856502
511,2,42.695542914494176
512,4,49.65743213236941
513,3,39.17816592698306
514,4,47.29804358646823
515,6,40.58661844221278
516,8,23.44856073497567
517,0,41.71570024960658
518,4,37.81560696999951
519,2,63.12368403756009
520,2,49.279197278118716
521,1,59.97376056959557
522,5,32.21320632607429
523,5,38.82652398622994
524,2,60.37159012882246
525,0,49.44683482758535
526,6,37.047970685416615
527,1,69.97632170648797
528,7,52.38199908171638
529,2,58.05118091780681
530,0,67.04183292574251
531,9,30.912730842065645
532,8,77.81742196707206
533,4,34.44816427798096
534,0,46.63108847287511
535,9,37.66293286706713
536,5,39.158015001790574
537,9,59.233480719964604
538,2,31.477137763392477
539,3,69.70662268833505
540,7,33.1910187901264
541,4,38.54048705965042
542,5,25.384575158589517
543,9,54.905006144015
544,3,32.43375613703539
545,5,51.12884070122372
546,2,60.44854700702786
547,9,67.4541772226087
548,0,43.735534816014436
549,5,51.72323628476497
550,0,56.203162035870925
551,9,57.992225799537366
552,2,40.650986203179514
553,7,84.3374062439527
554,6,45.607111984399616
555,7,63.98105601958882
556,9,62.79644870638684
557,9,56.24517036916337
558,1,31.84521850413956
559,9,48.19734658649413
560,6,50.97685482161123
561,3,70.1522144374276
562,0,37.77611420360984
563,2,49.582095821281484
564,4,66.09783733682508
565,9,54.09850398396424
566,7,60.029217114489775
567,1,49.78849631653669
568,1,47.61061867495655
569,7,30.934024507465967
570,8,32.5046391565483
571,9,48.72003817194255
572,0,54.288567902323294
573,1,55.05339855822604
574,3,61.960759920945065
575,2,23.817001906437127
576,0,57.80113317332053
577,3,49.64755708584181
578,1,50.71571117335979
579,9,59.96294361044659
580,4,36.78939873603602
581,0,46.27933664450337
582,7,39.16913439729786
583,9,44.12891955512588
584,1,48.22447504809691
585,2,42.13534171572129
586,2,46.48923247756113
587,3,58.504731418885946
588,6,54.51460300427588
589,8,40.52244746319247
590,2,35.48995037016755
591,0,55.972409463229035
592,9,59.997229290340215
593,0,48.92498596215631
594,5,55.63087156659784
595,4,45.4054432863511
596,9,44.95346652724717
597,6,28.604012722830234
598,6,30.599095461033844
599,2,27.95337235783903
600,6,71.08634431357311
601,8,41.94845710191395
602,7,57.30600515735985
603,2,62.174821380023296
604,9,51.00913009944009
605,4,54.13299560733565
606,7,51.26189954943078
607,1,29.926277158326524
608,6,76.69236272188277
609,9,54.352117660008446
610,9,50.4631487173348
611,6,28.960983559572366
612,7,44.22960920955976
613,0,48.878265465006024
614,7,34.63718058223689
615,0,66.28385381189153
616,2,63.49851889984506
617,8,66.59751539959366
618,3,48.32364214524807
619,9,65.47390573032878
620,8,57.64405632586364
621,0,42.61415764061336
622,7,34.49403365026297
623,2,34.3579187152853
624,6,51.79402769108671
625,1,41.047370138162314
626,6,47.838072249288516
627,6,41.960582417716914
628,8,63.62985467101326
629,1,62.18388896039383
630,7,43.23774193098444
631,4,46.934734951681605
632,9,50.778039318310334
633,8,45.22565163738727
634,7,46.43641161102699
635,2,25.73831751758399
636,2,35.20930070800805
637,9,56.654893764636874
638,7,40.04443275336331
639,8,65.46464895617379
640,1,52.31406642013262
641,2,50.10657424185182
642,7,41.4254636144442
643,1,33.54828647824079
644,7,43.175969103436394
645,4,51.60504031346154
646,5,65.92949848062693
647,9,58.80095798581675
648,3,55.33051355647692
649,2,43.702971522507134
650,7,48.523543705212234
651,8,33.17867918741784
652,7,55.16936663287074
653,8,66.35952596566533
654,0,48.33288580846587
655,4,53.42891179810053
656,6,33.835479445137075
657,7,47.646299653528736
658,1,57.82466963641767
659,3,34.6177032968751
660,6,67.70409691142927
661,4,69.22060936876731
662,0,74.55891564009454
663,1,52.66485156779813
664,4,58.219675259765225
665,5,26.07594490230299
666,0,59.30054824387688
667,2,51.2185879886273
668,5,65.60249910921395
669,5,54.83191019062751
670,6,44.054378746669045
671,9,53.611736523071365
672,2,50.881251671639006
673,0,52.37396596100218
674,6,26.971214430089645
675,2,63.77790762302984
676,4,49.10557076854274
677,3,22.994631398610686
678,0,51.3843461659622
679,6,69.09793480246516
680,3,55.42922571516594
681,0,60.27539178211504
682,5,67.57316225539971
683,3,33.57946727959453
684,3,59.9458131427201
685,1,51.263751338381184
686,0,43.99283012647579
687,2,36.53933704625831
688,9,71.69202294958606
689,4,46.28925846511394
690,8,32.957120548645676
691,6,66.5054631682718
692,3,41.1783427523344
693,7,69.42895370468064
694,3,32.765561466485046
695,5,55.38873469528974
696,0,41.0255089026562
697,5,49.810785765668754
698,9,47.06471992386536
699,4,48.56605559261438
700,1,69.48336920915307
701,0,50.69556598131002
702,5,55.439983220253964
703,1,48.63539436854052
704,8,50.16660054790215
705,8,55.3326654024067
706,0,49.344947067981735
707,4,53.735592677286725
708,7,43.722529342018106
709,3,44.83968844783832
710,2,53.416408886652725
711,4,50.662996125697205
712,4,60.39019156042279
713,7,39.8472112753731
714,5,44.69159402492374
715,1,71.54421222402165
716,0,35.578181380027026
717,2,50.26680227655039
718,1,43.72125401152251
719,3,46.42602894642698
720,2,59.623203567486385
721,8,57.9966029899648
722,4,72.98624813364071
723,3,51.68112782815171
724,9,31.86648659935653
725,8,63.64795937808684
726,3,57.68359459992766
727,5,41.97938675353082
728,9,49.248569882204855
729,0,32.240429432290945
730,1,62.47682388615181
731,3,56.06827546948841
732,8,48.48096524033894
733,5,51.504530581208726
734,5,39.4376734041149
735,8,41.69802434427608
736,3,43.82521043333299
737,2,36.01125210743521
738,6,39.24148438481294
739,6,45.85483210515376
740,8,26.66363633160692
741,5,57.24190739256335
742,1,45.7561443739927
743,5,43.07506645504377
744,7,41.63976426745579
745,5,32.449414021376484
746,8,77.36785738154492
747,3,58.37202249159531
748,2,53.86473356891904
749,4,45.73841475404778
750,2,54.96362358560955
751,1,59.15161387335374
752,1,40.60559451384002
753,3,48.870455516799744
754,2,37.32503570862782
755,8,55.17588199213472
756,6,34.930505719097546
757,5,29.46049070413465
758,9,50.239339091285274
759,7,41.20265497336069
760,8,59.5234817868759
761,2,42.72169315548146
762,9,43.17370278031027
763,6,67.76401420937418
764,8,40.37283423326004
765,0,42.59417903089414
766,9,55.94600450628629
767,8,55.458583444641484
768,6,55.65973311856928
769,9,71.94805318394442
770,3,61.129399933131545
771,5,51.36101254449057
772,5,60.69669077226148
773,5,52.15056751387257
774,1,61.02617109236322
775,4,32.667959708459065
776,6,41.853077949241296
777,5,58.564124058636224
778,2,58.428455457151315
779,4,64.62324252051847
780,7,30.52750627343444
781,4,55.330648939462876
782,9,45.37378404440955
783,2,64.15864009313329
784,8,39.85990717450831
785,2,54.71263841098954
786,1,55.33743064010109
787,5,38.18359105348242
788,7,50.15173496529602
789,5,49.9041707892867
790,0,68.17520982790973
791,7,58.067830279088525
792,0,72.18032361696726
793,8,59.066848690638174
794,7,41.73485671557331
795,5,57.150094262373486
796,1,49.51970237040384
797,8,67.61284254215684
798,7,64.060738595317
799,3,38.294063291538436
800,1,57.73386326339755
801,5,16.323502910346974
802,0,73.93602878897174
803,6,47.8248023869991
804,0,59.41762784982946
805,5,44.4355335344538
806,4,51.250780456411036
807,9,23.72669304694204
808,2,69.82406631349286
809,5,43.78290333160046
810,3,64.894701585956
811,5,44.49466135244509
812,3,50.37715496613856
813,0,57.41755363820346
814,4,38.51566678539564
815,7,54.063857443462794
816,5,37.33584778998251
817,9,36.40147589587812
818,8,43.64941917724902
819,3,50.6018589997646
820,9,61.13681110871531
821,8,26.62490997742082
822,7,56.76608506957398
823,2,34.893427914320604
824,5,56.567408886863866
825,3,55.07728521052441
826,0,49.559235080129184
827,8,48.92786085764736
828,3,41.385217121918956
829,4,34.260319303923694
830,2,42.94449810416647
831,3,59.847170494839744
832,8,66.43939232402833
833,6,57.39219476590981
834,7,68.7598364099704
835,2,52.28398230313561
836,2,43.41796101983269
837,6,34.67724589449531
838,7,45.14156131942273
839,4,44.780355164791466
840,0,45.648614959179206
841,2,44.105629766532864
842,4,46.183423790778626
843,2,54.07432679015758
844,0,26.35123331165041
845,6,55.21760399437493
846,0,50.06323748781577
847,9,29.22589785773539
848,5,56.46586594928685
849,5,42.987462582334665
850,6,51.14505208018901
851,0,48.14830813086845
852,2,55.31404142541484
853,8,40.637212746771965
854,1,64.10425499598367
855,4,45.46025447210805
856,2,50.66341305544094
857,4,72.94108374416588
858,6,36.205528132686055
859,0,65.39343560407787
860,2,63.135021555914385
861,5,54.308191556862276
862,6,45.39633941559618
863,9,38.56034286860099
864,2,62.76734722822387
865,3,67.24676848007704
866,5,40.20867548075175
867,4,45.682797152452885
868,8,53.51424580593388
869,0,50.87224264263489
870,4,39.46451370195107
871,0,66.32599967035323
872,7,68.67149369618998
873,6,65.49216424275922
874,4,37.85675717505032
875,5,46.31731825649994
876,3,52.62697381065743
877,8,45.21277113538599
878,2,52.160165961290936
879,1,52.06017318515356
880,6,62.60229977746958
881,1,53.98745606507583
882,5,48.694758151934955
883,7,46.68479627380268
884,2,49.33309396903181
885,2,57.080644880450635
886,2,44.77091724539189
887,0,34.48887981456447
888,8,35.282225335488725
889,4,47.13864643505798
890,8,53.16232630889641
891,4,53.872096087448405
892,6,44.523484080534466
893,0,53.98771433852881
894,8,49.562446822285835
895,0,55.02807723785595
896,3,54.86251896909048
897,6,73.0991208338574
898,8,51.34518278663124
899,0,50.06246504549884
900,5,48.49583071098529
901,9,67.01685493271793
902,4,65.31570077041897
903,2,37.58808627606016
904,9,53.78747052027065
905,1,53.75368537855061
906,0,62.58733627978932
907,1,56.662333875097936
908,3,48.268242536084955
909,5,53.993407621211034
910,4,43.71175936564807
911,3,45.07142886265432
912,7,60.58863272185738
913,6,31.420615872997775
914,3,44.12474630268945
915,9,75.2464989701911
916,4,46.02807525999137
917,9,43.002791453380354
918,4,51.339453400972936
919,2,47.1427060346753
920,8,36.76896123225881
921,4,32.84962742391964
922,9,61.072929471879334
923,1,65.55471124289166
924,3,56.489659409130354
925,3,59.482241602146416
926,4,50.655407873108906
927,7,50.4417899456898
928,4,55.41613297247411
929,0,38.81792541437208
930,1,50.90032135114014
931,2,49.69476857962468
932,2,51.214005098981865
933,9,30.911786725266282
934,5,27.786951243193176
935,8,28.101343753484993
936,9,47.476746998110855
937,0,34.144716354147
938,5,52.22842383703622
939,8,45.10299444546719
940,3,50.2249016682076
941,9,52.57117582055714
942,2,42.13823001523964
943,5,63.21981704750268
944,5,44.186570790944685
945,1,61.34037076881632
946,4,40.48755898856224
947,0,47.56270670774851
948,8,62.47517621190305
949,8,55.65613788149347
950,2,59.53083749388036
951,4,49.46145053465313
952,2,26.712921043310338
953,6,48.43635747985661
954,0,72.99368792368396
955,4,48.56820793617371
956,5,73.62102119125672
957,6,40.13480964447658
958,2,50.11071196042137
959,6,62.86725520351044
960,3,52.10471856028539
961,9,47.394290506897654
962,5,45.693963796910644
963,4,64.08837681341652
964,3,32.503253789542704
965,5,47.895865555721265
966,2,55.787305481130765
967,2,63.900845843252384
968,4,57.489500378271416
969,4,52.82271576737158
970,8,71.63527260478139
971,3,43.99632492714805
972,4,57.78067450094091
973,8,60.30405463789662
974,3,64.1719891795256
975,2,68.5899176792344
976,6,41.01173814194267
977,6,28.783934138201424
978,7,44.95582134126118
979,3,68.84774468229266
980,3,16.64492934744469
981,8,62.1633658622478
982,9,43.720438500834256
983,6,75.70257493160642
984,2,46.62556041697274
985,8,56.84907912592808
986,4,47.84173609747326
987,3,60.425946613733025
988,0,41.91421759266343
989,8,59.26937184809141
990,5,64.21894844530668
991,1,53.1318617648034
992,6,45.31833958620755
993,2,79.04185923409757
994,5,48.196851898551444
995,7,41.83366863551055
996,2,51.641627201942
997,4,65.17227636021768
998,5,33.33503766039242
999,0,48.50441357974461
1000,9,72.35212643992077
1001,6,35.07989484116315
1002,3,57.438721822268754
1003,9,53.73551773972811
1004,6,42.633458496376846
1005,6,50.77889097565419
1006,4,45.190712249165045
1007,7,79.65620658399969
1008,7,37.32424276685195
1009,4,65.98840936921378
1010,4,59.99908977627689
1011,6,31.560845169228124
1012,5,29.224106022401248
1013,3,56.20378826758138
1014,1,41.11227614052045
1015,7,46.04956428301665
1016,2,47.15955511983312
1017,1,72.47962923514474
1018,9,52.111253037505
1019,6,56.27529164282019
1020,9,37.0822823065265
1021,5,61.25413305009355
1022,7,30.919423024227726
1023,5,51.038431122304985
1024,6,44.06428010851508
1025,1,59.99521598439005
1026,9,67.50157022787327
1027,1,80.51696969770789
1028,5,26.094656203724455
1029,8,43.87678541706745
1030,2,45.72491576592824
1031,9,36.001908523680946
1032,7,60.2788867869832
1033,4,49.54337490113885
1034,5,36.735331704331365
1035,5,62.494642988890746
1036,9,49.28673555048873
1037,2,60.81633582786017
1038,4,48.76975182302261
1039,0,46.96165466428167
1040,1,25.49479474497383
1041,9,43.667012804202
1042,2,56.77295414676983
1043,3,52.24834870900279
1044,8,67.15459743523077
1045,0,66.32702107233128
1046,2,41.346150279584926
1047,2,52.37876577441519
1048,5,66.06813935631898
1049,4,63.47581666178365
1050,2,46.49696694284262
1051,3,68.61435381321536
1052,6,52.55973581671699
1053,2,47.02765658904113
1054,8,55.14709383160438
1055,7,37.35414717401944
1056,1,38.55516839222393
1057,4,73.68868688601151
1058,3,41.02005470197188
1059,4,35.18465434367102
1060,2,62.641747799489714
1061,9,41.74712197687165
1062,0,63.45803082531049
1063,7,47.33295013440894
1064,8,54.64021702709453
1065,7,32.947677179047766
1066,3,75.4311452256409
1067,1,47.946125824405776
1068,3,53.01250005743762
1069,8,51.1466246551877
1070,9,37.95410272135323
1071,8,34.42500205145193
1072,4,58.84245993027878
1073,4,32.89936006509615
1074,9,49.97462880282716
1075,2,56.7800021897037
1076,5,59.749790406550204
1077,6,38.390620138648714
1078,9,61.88467202399597
1079,8,61.56541354930902
1080,6,48.650958359284616
1081,2,71.0890381208064
1082,6,47.735039669418384
1083,0,81.26020817432246
1084,1,44.95835656121145
1085,3,49.54852811419288
1086,6,69.58093576632064
1087,8,28.788411728834877
1088,4,36.826602883894545
1089,7,54.157571885918465
1090,6,61.65792300123528
1091,4,48.06683198259774
1092,2,39.91131812880078
1093,2,46.07376868001826
1094,5,54.350543334301726
1095,9,64.12418794080446
1096,3,44.1144132198157
1097,2,59.05649650325918
1098,3,50.674216672781725
1099,2,37.20961880389703
1100,9,58.74663400527744
1101,5,64.09596185762074
1102,6,43.797750499958724
1103,3,42.13504154531136
1104,2,59.099122203486665
1105,2,62.558186476672695
1106,2,50.43541097222466
1107,8,23.43271762056943
1108,2,50.22165868890186
1109,2,60.10366344299028
1110,7,44.87277039795297
1111,3,43.9357739686041
1112,6,69.87747408622948
1113,2,40.72202505169573
1114,7,42.536002591310904
1115,2,46.26731693331903
1116,4,29.216425391359476
1117,0,55.49118255053117
1118,4,61.847071667141954
1119,5,59.19085389571362
1120,6,54.800325303270824
1121,1,41.3363551335772
1122,1,60.23144858441584
1123,8,58.38470831830488
1124,9,58.214586351042875
1125,0,50.2641245170302
1126,1,46.64754212479581
1127,1,42.8748455561977
1128,9,29.006569838850698
1129,6,46.21002907226366
1130,5,59.032603963654154
1131,8,35.415055656958955
1132,6,57.620899759407784
1133,2,49.55594588336087
1134,2,35.13292333926749
1135,0,59.90846325276048
1136,7,56.837634614806596
1137,0,63.78162423018333
1138,1,27.28307132997138
1139,6,52.92871831916871
1140,0,60.05852414735177
1141,3,52.8424936815445
1142,8,41.00988185475421
1143,7,39.36502667774828
1144,7,48.72002566118326
1145,2,46.3900621092048
1146,4,67.22107019162932
1147,3,45.76180249137722
1148,7,76.27400577999525
1149,6,53.56719645777087
1150,6,61.81409571702039
1151,9,55.19090663406981
1152,9,53.86332477455898
